datetime,portfolio_value,cash,return
2023-12-26 09:30:00-05:00,100000.0,100000.0,
2023-12-26 09:35:00-05:00,100000.0,100000.0,0.0
2023-12-26 09:40:00-05:00,100000.0,100000.0,0.0
2023-12-26 09:45:00-05:00,100000.0,100000.0,0.0
2023-12-26 09:50:00-05:00,100000.0,100000.0,0.0
2023-12-26 09:55:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:00:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:05:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:10:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:15:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:20:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:25:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:30:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:35:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:40:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:45:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:50:00-05:00,100000.0,100000.0,0.0
2023-12-26 10:55:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:00:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:05:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:10:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:15:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:20:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:25:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:30:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:35:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:40:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:45:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:50:00-05:00,100000.0,100000.0,0.0
2023-12-26 11:55:00-05:00,100000.0,100000.0,0.0
2023-12-26 12:00:00-05:00,100000.0,100000.0,0.0
2023-12-26 12:05:00-05:00,100000.0,100000.0,0.0
2023-12-26 12:10:00-05:00,100000.0,100000.0,0.0
2023-12-26 12:15:00-05:00,100000.0,100000.0,0.0
2023-12-26 12:20:00-05:00,100000.0,100000.0,0.0
2023-12-26 12:25:00-05:00,100000.0,100000.0,0.0
2023-12-26 12:30:00-05:00,100000.0,100000.0,0.0
2023-12-26 12:35:00-05:00,100000.0,100000.0,0.0
2023-12-26 12:40:00-05:00,100000.0,100000.0,0.0
2023-12-26 12:45:00-05:00,100000.0,100000.0,0.0
2023-12-26 12:50:00-05:00,100000.0,100000.0,0.0
