datetime,portfolio_value,cash,return
2015-01-02 09:30:00-05:00,100000.0,100000.0,
2015-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2015-01-05 09:30:00-05:00,100000.0,100000.0,0.0
2015-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2015-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2015-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2015-01-09 09:30:00-05:00,100000.0,100000.0,0.0
2015-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2015-01-12 09:30:00-05:00,100000.0,100000.0,0.0
2015-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2015-01-14 09:30:00-05:00,101095.15029907227,150009.39880371094,0.010951502990722561
2015-01-15 09:30:00-05:00,100610.04760742188,150009.39880371094,-0.004798476387989914
2015-01-16 09:30:00-05:00,101310.74775695801,150009.39880371094,0.006964514640428909
2015-01-17 09:30:00-05:00,101310.74775695801,150009.39880371094,0.0
2015-01-20 09:30:00-05:00,100421.40029907227,150009.39880371094,-0.008778411743828651
2015-01-21 09:30:00-05:00,100641.89880371094,150009.39880371094,0.002195732224226976
2015-01-22 09:30:00-05:00,100031.84745788574,150009.39880371094,-0.0060616040940862925
2015-01-23 09:30:00-05:00,99590.8504486084,150009.39880371094,-0.0044085660765488255
2015-01-24 09:30:00-05:00,99590.8504486084,150009.39880371094,0.0
2015-01-26 09:30:00-05:00,99855.44715881348,150009.39880371094,0.002656837540930601
2015-01-27 09:30:00-05:00,100281.74850463867,150009.39880371094,0.004269184686011007
2015-01-28 09:30:00-05:00,99987.74925231934,150009.39880371094,-0.0029317324109654486
2015-01-29 09:30:00-05:00,100916.29760742188,150009.39880371094,0.009286621231560543
2015-01-30 09:30:00-05:00,100869.74700927734,150009.39880371094,-0.0004612792903443408
2015-01-31 09:30:00-05:00,100869.74700927734,150009.39880371094,0.0
2015-02-02 09:30:00-05:00,100997.14805603027,150009.39880371094,0.001263025342387536
2015-02-03 09:30:00-05:00,100274.39880371094,150009.39880371094,-0.00715613525956571
2015-02-04 09:30:00-05:00,100048.99925231934,150009.39880371094,-0.002247827502140698
2015-02-05 09:30:00-05:00,99818.6986541748,150009.39880371094,-0.0023018780783975457
2015-02-06 09:30:00-05:00,99402.19940185547,150009.39880371094,-0.004172557425962009
2015-02-07 09:30:00-05:00,99402.19940185547,150009.39880371094,0.0
2015-02-09 09:30:00-05:00,99840.74775695801,150009.39880371094,0.004411857662521168
2015-02-10 09:30:00-05:00,99568.79760742188,150009.39880371094,-0.0027238392704964642
2015-02-11 09:30:00-05:00,99389.9486541748,150009.39880371094,-0.0017962349405105105
