datetime,portfolio_value,cash,return
2022-01-03 09:30:00-05:00,100000.0,100000.0,
2022-01-04 09:30:00-05:00,99693.39859008789,150011.49871826172,-0.003066014099121106
2022-01-05 09:30:00-05:00,99909.69833374023,150011.49871826172,0.0021696496128265075
2022-01-06 09:30:00-05:00,100883.04718017578,150011.49871826172,0.009742285910864679
2022-01-07 09:30:00-05:00,100876.74743652344,150011.49871826172,-6.244600880356277e-05
2022-01-08 09:30:00-05:00,100876.74743652344,150011.49871826172,0.0
2022-01-10 09:30:00-05:00,101427.99743652344,150011.49871826172,0.0054645893529317036
2022-01-11 09:30:00-05:00,101162.34756469727,150011.49871826172,-0.002619098065033021
2022-01-12 09:30:00-05:00,100494.5491027832,150011.49871826172,-0.006601255091346903
2022-01-13 09:30:00-05:00,100431.54846191406,150011.49871826172,-0.0006269060504436874
2022-01-14 09:30:00-05:00,101586.54846191406,150011.49871826172,0.011500370328731968
2022-01-15 09:30:00-05:00,101586.54846191406,225185.46911621094,0.0
2022-01-18 09:30:00-05:00,101975.15173339844,225185.46911621094,0.003825341813144423
2022-01-19 09:30:00-05:00,102406.62780761719,225185.46911621094,0.004231188352107562
2022-01-20 09:30:00-05:00,103580.46911621094,225185.46911621094,0.011462552119174907
2022-01-21 09:30:00-05:00,105775.38977050781,225185.46911621094,0.021190487676149727
2022-01-22 09:30:00-05:00,105775.38977050781,337912.14849853516,0.0
2022-01-24 09:30:00-05:00,112824.51913452148,337912.14849853516,0.06664243336098874
2022-01-25 09:30:00-05:00,112287.88977050781,337912.14849853516,-0.0047563186453633
2022-01-26 09:30:00-05:00,108297.02786254883,337912.14849853516,-0.03554133857280106
2022-01-27 09:30:00-05:00,109578.68341064453,337912.14849853516,0.011834632707763637
2022-01-28 09:30:00-05:00,112485.87231445312,337912.14849853516,0.02653060625773307
2022-01-29 09:30:00-05:00,112485.87231445312,337912.14849853516,0.0
2022-01-31 09:30:00-05:00,108026.11358642578,337912.14849853516,-0.0396472786872305
2022-02-01 09:30:00-05:00,103107.87231445312,337912.14849853516,-0.04552826264584475
2022-02-02 09:30:00-05:00,100596.64849853516,337912.14849853516,-0.02435530633644889
2022-02-03 09:30:00-05:00,102967.19213867188,337912.14849853516,0.023564837154303797
2022-02-04 09:30:00-05:00,105363.79531860352,337912.14849853516,0.023275405788515613
2022-02-05 09:30:00-05:00,105363.79531860352,337912.14849853516,0.0
2022-02-07 09:30:00-05:00,103717.43341064453,337912.14849853516,-0.015625499280665145
2022-02-08 09:30:00-05:00,105165.8127746582,337912.14849853516,0.013964666463343267
2022-02-09 09:30:00-05:00,100742.52786254883,337912.14849853516,-0.04206010294987472
2022-02-10 09:30:00-05:00,102764.01040649414,337912.14849853516,0.02006583105303239
2022-02-11 09:30:00-05:00,103769.53659057617,337912.14849853516,0.009784808709825121
2022-02-12 09:30:00-05:00,103769.53659057617,337912.14849853516,0.0
2022-02-14 09:30:00-05:00,108713.82150268555,337912.14849853516,0.047646786085371984
2022-02-15 09:30:00-05:00,106728.8127746582,337912.14849853516,-0.018259028158423285
2022-02-16 09:30:00-05:00,106624.62231445312,337912.14849853516,-0.0009762168012218408
2022-02-17 09:30:00-05:00,106994.52786254883,337912.14849853516,0.0034692319659974657
2022-02-18 09:30:00-05:00,110063.22549438477,337912.14849853516,0.028680883902568954
2022-02-19 09:30:00-05:00,110063.22549438477,337912.14849853516,0.0
2022-02-22 09:30:00-05:00,112897.45086669922,337912.14849853516,0.025750884181193312
2022-02-23 09:30:00-05:00,112496.28659057617,337912.14849853516,-0.0035533510548144687
2022-02-24 09:30:00-05:00,123770.73422241211,337912.14849853516,0.10022062037361867
2022-02-25 09:30:00-05:00,114085.3461303711,337912.14849853516,-0.07825265118518787
2022-02-26 09:30:00-05:00,114085.3461303711,337912.14849853516,0.0
2022-02-28 09:30:00-05:00,112824.51913452148,337912.14849853516,-0.01105161213613537
2022-03-01 09:30:00-05:00,111256.30404663086,337912.14849853516,-0.013899594697326711
2022-03-02 09:30:00-05:00,112647.38104248047,337912.14849853516,0.012503354374117759
2022-03-03 09:30:00-05:00,108427.27786254883,337912.14849853516,-0.03746294978966447
2022-03-04 09:30:00-05:00,112970.39849853516,337912.14849853516,0.041900163183526073
2022-03-05 09:30:00-05:00,112970.39849853516,506726.39849853516,0.0
2022-03-07 09:30:00-05:00,113152.80963134766,506726.39849853516,0.0016146807945875974
2022-03-08 09:30:00-05:00,124032.96295166016,506726.39849853516,0.09615451313811896
2022-03-09 09:30:00-05:00,118998.70513916016,506726.39849853516,-0.04058806379125213
2022-03-10 09:30:00-05:00,121388.1685180664,506726.39849853516,0.020079742683854818
2022-03-11 09:30:00-05:00,116280.96295166016,506726.39849853516,-0.04207333901447019
2022-03-12 09:30:00-05:00,116280.96295166016,506726.39849853516,0.0
2022-03-14 09:30:00-04:00,123896.1685180664,506726.39849853516,0.06548970160809575
2022-03-15 09:30:00-04:00,114666.70513916016,506726.39849853516,-0.07449353349099264
2022-03-16 09:30:00-04:00,111292.3218383789,506726.39849853516,-0.029427751470543106
2022-03-17 09:30:00-04:00,107270.39849853516,506726.39849853516,-0.03613837211235893
2022-03-18 09:30:00-04:00,107270.39849853516,506726.39849853516,0.0
2022-03-19 09:30:00-04:00,107270.39849853516,759890.3984985352,0.0
2022-03-21 09:30:00-04:00,95559.02032470703,759890.3984985352,-0.10917623442955748
2022-03-22 09:30:00-04:00,93994.49304199219,759890.3984985352,-0.01637236628628691
2022-03-23 09:30:00-04:00,95439.79486083984,759890.3984985352,0.015376452088549097
2022-03-24 09:30:00-04:00,87661.99304199219,759890.3984985352,-0.08149432666099521
2022-03-25 09:30:00-04:00,87661.99304199219,1139767.1215820312,0.0
2022-03-26 09:30:00-04:00,87661.99304199219,1139767.1215820312,0.0
2022-03-28 09:30:00-04:00,67000.50720214844,694007.7522277832,-0.23569491318713698
2022-03-29 09:30:00-04:00,66564.33721923828,694007.7522277832,-0.006509950463422287
2022-03-30 09:30:00-04:00,69903.66226196289,694007.7522277832,0.050166878875787635
2022-03-31 09:30:00-04:00,76146.22555541992,694007.7522277832,0.08930237832265675
2022-04-01 09:30:00-04:00,76146.22555541992,694007.7522277832,0.0
2022-04-02 09:30:00-04:00,76146.22555541992,694007.7522277832,0.0
2022-04-04 09:30:00-04:00,73542.89056396484,694007.7522277832,-0.034188628162013734
2022-04-05 09:30:00-04:00,84896.66226196289,694007.7522277832,0.15438299488817298
2022-04-06 09:30:00-04:00,86668.58721923828,694007.7522277832,0.020871550306746034
2022-04-07 09:30:00-04:00,83424.64056396484,694007.7522277832,-0.03742932427255907
2022-04-08 09:30:00-04:00,83424.64056396484,694007.7522277832,0.0
2022-04-09 09:30:00-04:00,83424.64056396484,694007.7522277832,0.0
2022-04-11 09:30:00-04:00,90089.73052978516,694007.7522277832,0.07989354129383308
2022-04-12 09:30:00-04:00,96972.86389160156,694007.7522277832,0.07640308524999662
2022-04-13 09:30:00-04:00,89449.1188659668,694007.7522277832,-0.07758608670199718
2022-04-14 09:30:00-04:00,89449.1188659668,694007.7522277832,0.0
2022-04-15 09:30:00-04:00,89449.1188659668,694007.7522277832,0.0
2022-04-18 09:30:00-04:00,97204.59219360352,694007.7522277832,0.0867026240835056
2022-04-19 09:30:00-04:00,84855.77392578125,694007.7522277832,-0.12703945347794865
2022-04-20 09:30:00-04:00,81390.60437011719,1040817.6826477051,-0.04083599023791662
2022-04-21 09:30:00-04:00,106267.18481445312,1040817.6826477051,0.30564437550078516
2022-04-22 09:30:00-04:00,106267.18481445312,1561177.4970092773,0.0
2022-04-23 09:30:00-04:00,106267.18481445312,2341935.673553467,0.0
2022-04-25 09:30:00-04:00,162963.6322631836,2341935.673553467,0.5335273306404493
2022-04-26 09:30:00-04:00,206918.64352416992,2341935.673553467,0.26972282496747324
2022-04-27 09:30:00-04:00,181077.69982910156,2341935.673553467,-0.124884559723348
2022-04-28 09:30:00-04:00,170820.79614257812,3512945.867248535,-0.05664366013155542
2022-04-29 09:30:00-04:00,170820.79614257812,5269573.582061768,0.0
2022-04-30 09:30:00-04:00,170820.79614257812,5269573.582061768,0.0
2022-05-02 09:30:00-04:00,274098.09451293945,5269573.582061768,0.6045944094778681
2022-05-03 09:30:00-04:00,249181.78369140625,5269573.582061768,-0.09090289688371755
2022-05-04 09:30:00-04:00,159265.37899780273,5269573.582061768,-0.3608466211356707
2022-05-05 09:30:00-04:00,321162.80859375,5269573.582061768,1.0165261942972608
2022-05-06 09:30:00-04:00,321162.80859375,5269573.582061768,0.0
2022-05-07 09:30:00-04:00,321162.80859375,5269573.582061768,0.0
2022-05-09 09:30:00-04:00,400727.5696105957,5269573.582061768,0.24773964758008438
2022-05-10 09:30:00-04:00,478004.9039001465,5269573.582061768,0.1928425697404461
2022-05-11 09:30:00-04:00,582726.9508361816,5269573.582061768,0.21908153259848406
2022-05-12 09:30:00-04:00,494375.4149169922,5269573.582061768,-0.15161738408084569
2022-05-13 09:30:00-04:00,494375.4149169922,5269573.582061768,0.0
2022-05-14 09:30:00-04:00,494375.4149169922,5269573.582061768,0.0
2022-05-16 09:30:00-04:00,376171.9867553711,5269573.582061768,-0.23909649346431994
2022-05-17 09:30:00-04:00,412644.0820617676,5269573.582061768,0.09695590472055726
2022-05-18 09:30:00-04:00,591754.7008361816,5269573.582061768,0.43405594932924174
