time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2015-01-13 09:30:00-05:00,MLTrader,435970feb2ea46c681ae5fea68b95fac,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2015-01-13 09:30:00-05:00,MLTrader,435970feb2ea46c681ae5fea68b95fac,SPY,sell,market,fill,1,gtc,0.0,1,stock,204.1199951171875,245.0,0.0
2015-08-24 09:30:00-04:00,MLTrader,6d410e42985545d9b094687fc0572cc6,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2015-08-24 09:30:00-04:00,MLTrader,6d410e42985545d9b094687fc0572cc6,SPY,sell,market,fill,1,gtc,0.0,1,stock,195.42999267578125,384.0,0.0
2015-08-26 09:30:00-04:00,MLTrader,1fc10d54b8674da883f9208162e23a48,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2015-08-26 09:30:00-04:00,MLTrader,1fc10d54b8674da883f9208162e23a48,SPY,sell,market,fill,1,gtc,0.0,1,stock,197.02000427246094,571.0,0.0
2015-08-27 09:30:00-04:00,MLTrader,c2b84b8b055048f0a785db8c105eca05,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2015-08-27 09:30:00-04:00,MLTrader,c2b84b8b055048f0a785db8c105eca05,SPY,sell,market,fill,1,gtc,0.0,1,stock,198.5,850.0,0.0
2015-08-28 09:30:00-04:00,MLTrader,863a7480fb214c95a75e597de2d99bb1,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2015-08-28 09:30:00-04:00,MLTrader,863a7480fb214c95a75e597de2d99bb1,SPY,sell,market,fill,1,gtc,0.0,1,stock,198.5,1275.0,0.0
2015-09-03 09:30:00-04:00,MLTrader,be135c30e1434b91bbd40afd266ad8eb,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2015-09-03 09:30:00-04:00,MLTrader,be135c30e1434b91bbd40afd266ad8eb,SPY,sell,market,fill,1,gtc,0.0,1,stock,192.85000610351562,1969.0,0.0
2015-09-04 09:30:00-04:00,MLTrader,0bdf5cc2b68d477a90ba9dc07507685b,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2015-09-04 09:30:00-04:00,MLTrader,0bdf5cc2b68d477a90ba9dc07507685b,SPY,sell,market,fill,1,gtc,0.0,1,stock,192.85000610351562,2953.0,0.0
2015-09-16 09:30:00-04:00,MLTrader,c766ae3f70754822ad8d6706a923caf4,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2015-09-16 09:30:00-04:00,MLTrader,e101ce975a5b4c71b26f9e4c00b17bce,SPY,buy,stop,fill,1,day,0.0,1,stock,202.49,1969.0,0.0
2015-09-16 09:30:00-04:00,MLTrader,f1b466d8db3e42319727ef60da86ad09,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
